Train_ID,Route,Date,Passenger_Count,Seat_Capacity,Num_Coaches,Platform,Delay_Minutes,Weekend
12002,Delhi-Kolkata,2025-01-07,537,900,18,5,7,0
12003,Hyderabad-Chennai,2025-01-07,513,1000,20,2,4,0
12004,Bangalore-Mumbai,2025-01-07,544,900,18,8,8,0
12005,Chennai-Kolkata,2025-01-07,431,1100,22,5,11,0
12006,Delhi-Hyderabad,2025-01-07,573,1100,22,5,8,0
12001,Delhi-Mumbai,2025-01-08,490,1100,22,4,15,0
12002,Delhi-Kolkata,2025-01-08,800,900,18,4,12,0
12003,Hyderabad-Chennai,2025-01-08,725,1100,22,3,9,0
12004,Bangalore-Mumbai,2025-01-08,836,900,18,3,15,0
12005,Chennai-Kolkata,2025-01-08,483,1100,22,6,19,0
12006,Delhi-Hyderabad,2025-01-08,673,900,18,5,12,0
12001,Delhi-Mumbai,2025-01-09,553,1000,20,5,4,0
12002,Delhi-Kolkata,2025-01-09,871,900,18,6,3,0
12003,Hyderabad-Chennai,2025-01-09,653,1100,22,1,10,0
12004,Bangalore-Mumbai,2025-01-09,528,900,18,8,23,0
12005,Chennai-Kolkata,2025-01-09,551,1000,20,8,1,0
12006,Delhi-Hyderabad,2025-01-09,501,1100,22,7,7,0
12001,Delhi-Mumbai,2025-01-10,544,1100,22,7,7,0
12002,Delhi-Kolkata,2025-01-10,616,1000,20,6,4,0
12003,Hyderabad-Chennai,2025-01-10,703,900,18,5,5,0
12004,Bangalore-Mumbai,2025-01-10,366,900,18,2,12,0
12005,Chennai-Kolkata,2025-01-10,620,1100,22,1,12,0
12006,Delhi-Hyderabad,2025-01-10,669,1100,22,3,1,0
12001,Delhi-Mumbai,2025-01-11,698,900,18,6,11,1
12002,Delhi-Kolkata,2025-01-11,862,900,18,3,9,1
12003,Hyderabad-Chennai,2025-01-11,848,1000,20,5,14,1
12004,Bangalore-Mumbai,2025-01-11,893,1000,20,1,12,1
12005,Chennai-Kolkata,2025-01-11,1022,900,18,5,8,1
12006,Delhi-Hyderabad,2025-01-11,998,1100,22,1,7,1
12001,Delhi-Mumbai,2025-01-12,692,1000,20,6,3,1
12002,Delhi-Kolkata,2025-01-12,637,1100,22,4,0,1
12003,Hyderabad-Chennai,2025-01-12,745,1100,22,4,11,1
12004,Bangalore-Mumbai,2025-01-12,736,900,18,1,7,1
12005,Chennai-Kolkata,2025-01-12,836,1100,22,6,11,1
12006,Delhi-Hyderabad,2025-01-12,775,1100,22,8,8,1
12001,Delhi-Mumbai,2025-01-13,426,1100,22,1,11,0
12002,Delhi-Kolkata,2025-01-13,482,1100,22,7,11,0
12003,Hyderabad-Chennai,2025-01-13,619,900,18,2,18,0
12004,Bangalore-Mumbai,2025-01-13,751,1000,20,6,11,0
12005,Chennai-Kolkata,2025-01-13,652,1100,22,7,11,0
12006,Delhi-Hyderabad,2025-01-13,728,1100,22,6,11,0
12001,Delhi-Mumbai,2025-01-14,726,900,18,2,3,0
12002,Delhi-Kolkata,2025-01-14,583,1000,20,5,19,0
12003,Hyderabad-Chennai,2025-01-14,877,900,18,2,17,0
12004,Bangalore-Mumbai,2025-01-14,493,1100,22,7,18,0
12005,Chennai-Kolkata,2025-01-14,769,1000,20,7,11,0
12006,Delhi-Hyderabad,2025-01-14,743,900,18,4,12,0
12001,Delhi-Mumbai,2025-01-15,816,1000,20,3,13,0
12002,Delhi-Kolkata,2025-01-15,585,1100,22,5,13,0
12003,Hyderabad-Chennai,2025-01-15,609,1100,22,7,16,0
12004,Bangalore-Mumbai,2025-01-15,528,1000,20,4,8,0
12005,Chennai-Kolkata,2025-01-15,621,1000,20,4,0,0
12006,Delhi-Hyderabad,2025-01-15,445,900,18,1,20,0
12001,Delhi-Mumbai,2025-01-16,494,1100,22,3,12,0
12002,Delhi-Kolkata,2025-01-16,407,1100,22,1,0,0
12003,Hyderabad-Chennai,2025-01-16,770,1000,20,3,12,0
12004,Bangalore-Mumbai,2025-01-16,705,1000,20,2,1,0
12005,Chennai-Kolkata,2025-01-16,611,1100,22,8,14,0
12006,Delhi-Hyderabad,2025-01-16,601,900,18,3,16,0
12001,Delhi-Mumbai,2025-01-17,607,900,18,2,5,0
12002,Delhi-Kolkata,2025-01-17,667,1000,20,7,15,0
12003,Hyderabad-Chennai,2025-01-17,801,900,18,8,6,0
12004,Bangalore-Mumbai,2025-01-17,671,1000,20,5,8,0
12005,Chennai-Kolkata,2025-01-17,713,1000,20,3,11,0
12006,Delhi-Hyderabad,2025-01-17,527,900,18,8,13,0
12001,Delhi-Mumbai,2025-01-18,663,1000,20,2,14,1
12002,Delhi-Kolkata,2025-01-18,774,1000,20,7,10,1
12003,Hyderabad-Chennai,2025-01-18,851,1000,20,2,6,1
12004,Bangalore-Mumbai,2025-01-18,939,1000,20,3,8,1
12005,Chennai-Kolkata,2025-01-18,757,1000,20,8,8,1
12006,Delhi-Hyderabad,2025-01-18,965,1000,20,5,16,1
12001,Delhi-Mumbai,2025-01-19,1093,1000,20,6,4,1
12002,Delhi-Kolkata,2025-01-19,806,900,18,7,7,1
12003,Hyderabad-Chennai,2025-01-19,1035,1000,20,4,10,1
12004,Bangalore-Mumbai,2025-01-19,733,1000,20,6,15,1
12005,Chennai-Kolkata,2025-01-19,639,1000,20,7,12,1
12006,Delhi-Hyderabad,2025-01-19,741,1100,22,7,11,1
12001,Delhi-Mumbai,2025-01-20,411,1000,20,2,8,0
12002,Delhi-Kolkata,2025-01-20,634,1100,22,4,6,0
12003,Hyderabad-Chennai,2025-01-20,599,1100,22,7,3,0
12004,Bangalore-Mumbai,2025-01-20,673,1100,22,3,13,0
12005,Chennai-Kolkata,2025-01-20,920,1100,22,7,20,0
12006,Delhi-Hyderabad,2025-01-20,542,1000,20,3,5,0
12001,Delhi-Mumbai,2025-01-21,695,900,18,6,7,0
12002,Delhi-Kolkata,2025-01-21,639,1100,22,7,10,0
12003,Hyderabad-Chennai,2025-01-21,695,1000,20,7,4,0
12004,Bangalore-Mumbai,2025-01-21,593,1100,22,4,6,0
12005,Chennai-Kolkata,2025-01-21,559,900,18,3,9,0
12006,Delhi-Hyderabad,2025-01-21,642,1100,22,3,10,0
12001,Delhi-Mumbai,2025-01-22,931,900,18,7,4,0
12002,Delhi-Kolkata,2025-01-22,479,1000,20,6,10,0
12003,Hyderabad-Chennai,2025-01-22,573,1100,22,2,0,0
12004,Bangalore-Mumbai,2025-01-22,610,900,18,8,9,0
12005,Chennai-Kolkata,2025-01-22,668,1000,20,8,2,0
12006,Delhi-Hyderabad,2025-01-22,908,1100,22,6,11,0
12001,Delhi-Mumbai,2025-01-23,474,1000,20,7,15,0
12002,Delhi-Kolkata,2025-01-23,429,1100,22,2,10,0
12003,Hyderabad-Chennai,2025-01-23,535,1000,20,6,14,0
12004,Bangalore-Mumbai,2025-01-23,566,1000,20,2,15,0
12005,Chennai-Kolkata,2025-01-23,641,1100,22,8,7,0
12006,Delhi-Hyderabad,2025-01-23,692,900,18,4,19,0
12001,Delhi-Mumbai,2025-01-24,715,900,18,8,5,0
12002,Delhi-Kolkata,2025-01-24,917,1100,22,7,6,0
12003,Hyderabad-Chennai,2025-01-24,576,1100,22,5,5,0
12004,Bangalore-Mumbai,2025-01-24,527,900,18,1,10,0
12005,Chennai-Kolkata,2025-01-24,578,900,18,2,7,0
12006,Delhi-Hyderabad,2025-01-24,780,1000,20,1,7,0
12001,Delhi-Mumbai,2025-01-25,872,1000,20,4,9,1
12002,Delhi-Kolkata,2025-01-25,1082,1000,20,8,6,1
12003,Hyderabad-Chennai,2025-01-25,795,1000,20,2,13,1
12004,Bangalore-Mumbai,2025-01-25,792,1100,22,8,8,1
12005,Chennai-Kolkata,2025-01-25,968,1100,22,7,11,1
12006,Delhi-Hyderabad,2025-01-25,748,1000,20,5,9,1
12001,Delhi-Mumbai,2025-01-26,698,1100,22,1,2,1
12002,Delhi-Kolkata,2025-01-26,733,1000,20,3,5,1
12003,Hyderabad-Chennai,2025-01-26,743,900,18,7,11,1
12004,Bangalore-Mumbai,2025-01-26,766,900,18,4,8,1
12005,Chennai-Kolkata,2025-01-26,1024,900,18,4,7,1
12006,Delhi-Hyderabad,2025-01-26,888,1000,20,6,15,1
12001,Delhi-Mumbai,2025-01-27,574,900,18,8,10,0
12002,Delhi-Kolkata,2025-01-27,463,1100,22,7,15,0
12003,Hyderabad-Chennai,2025-01-27,449,900,18,4,6,0
12004,Bangalore-Mumbai,2025-01-27,556,900,18,6,19,0
12005,Chennai-Kolkata,2025-01-27,830,900,18,4,11,0
12006,Delhi-Hyderabad,2025-01-27,441,900,18,5,18,0
12001,Delhi-Mumbai,2025-01-28,898,900,18,1,0,0
12002,Delhi-Kolkata,2025-01-28,559,1100,22,3,9,0
12003,Hyderabad-Chennai,2025-01-28,727,1100,22,2,9,0
12004,Bangalore-Mumbai,2025-01-28,780,900,18,8,2,0
12005,Chennai-Kolkata,2025-01-28,740,900,18,3,9,0
12006,Delhi-Hyderabad,2025-01-28,805,1100,22,2,0,0
12001,Delhi-Mumbai,2025-01-29,651,900,18,8,13,0
12002,Delhi-Kolkata,2025-01-29,765,1000,20,7,15,0
12003,Hyderabad-Chennai,2025-01-29,806,1100,22,7,12,0
12004,Bangalore-Mumbai,2025-01-29,674,1000,20,1,10,0
12005,Chennai-Kolkata,2025-01-29,742,1100,22,1,0,0
12006,Delhi-Hyderabad,2025-01-29,895,1000,20,5,13,0
12001,Delhi-Mumbai,2025-01-30,383,900,18,7,16,0
12002,Delhi-Kolkata,2025-01-30,485,900,18,8,13,0
12003,Hyderabad-Chennai,2025-01-30,436,1100,22,4,12,0
12004,Bangalore-Mumbai,2025-01-30,787,1100,22,7,8,0
12005,Chennai-Kolkata,2025-01-30,730,1100,22,4,14,0
12006,Delhi-Hyderabad,2025-01-30,595,1100,22,4,0,0
12001,Delhi-Mumbai,2025-01-31,453,1000,20,1,3,0
12002,Delhi-Kolkata,2025-01-31,761,1100,22,6,6,0
12003,Hyderabad-Chennai,2025-01-31,783,1000,20,4,10,0
12004,Bangalore-Mumbai,2025-01-31,644,1000,20,3,13,0
12005,Chennai-Kolkata,2025-01-31,732,1000,20,2,10,0
12006,Delhi-Hyderabad,2025-01-31,714,1100,22,5,16,0
12001,Delhi-Mumbai,2025-02-01,782,1000,20,1,13,1
12002,Delhi-Kolkata,2025-02-01,1020,1100,22,3,5,1
12003,Hyderabad-Chennai,2025-02-01,826,900,18,7,12,1
12004,Bangalore-Mumbai,2025-02-01,902,1100,22,3,12,1
12005,Chennai-Kolkata,2025-02-01,789,900,18,2,4,1
12006,Delhi-Hyderabad,2025-02-01,726,1000,20,1,2,1
12001,Delhi-Mumbai,2025-02-02,920,1000,20,5,11,1
12002,Delhi-Kolkata,2025-02-02,817,900,18,1,2,1
12003,Hyderabad-Chennai,2025-02-02,934,900,18,8,14,1
12004,Bangalore-Mumbai,2025-02-02,769,1100,22,7,15,1
12005,Chennai-Kolkata,2025-02-02,728,900,18,5,15,1
12006,Delhi-Hyderabad,2025-02-02,823,1100,22,1,3,1
12001,Delhi-Mumbai,2025-02-03,670,900,18,1,4,0
12002,Delhi-Kolkata,2025-02-03,526,900,18,8,10,0
12003,Hyderabad-Chennai,2025-02-03,739,1100,22,5,16,0
12004,Bangalore-Mumbai,2025-02-03,623,1000,20,8,17,0
12005,Chennai-Kolkata,2025-02-03,586,1100,22,4,19,0
12006,Delhi-Hyderabad,2025-02-03,768,900,18,8,13,0
12001,Delhi-Mumbai,2025-02-04,425,900,18,7,11,0
12002,Delhi-Kolkata,2025-02-04,746,1000,20,2,8,0
12003,Hyderabad-Chennai,2025-02-04,629,1100,22,5,6,0
12004,Bangalore-Mumbai,2025-02-04,605,900,18,2,11,0
12005,Chennai-Kolkata,2025-02-04,624,1100,22,6,5,0
12006,Delhi-Hyderabad,2025-02-04,649,900,18,1,21,0
12001,Delhi-Mumbai,2025-02-05,633,900,18,2,0,0
12002,Delhi-Kolkata,2025-02-05,448,1100,22,5,4,0
12003,Hyderabad-Chennai,2025-02-05,776,1100,22,1,18,0
12004,Bangalore-Mumbai,2025-02-05,660,1000,20,1,12,0
12005,Chennai-Kolkata,2025-02-05,661,1100,22,6,11,0
12006,Delhi-Hyderabad,2025-02-05,503,900,18,2,7,0
12001,Delhi-Mumbai,2025-02-06,636,900,18,8,5,0
12002,Delhi-Kolkata,2025-02-06,495,900,18,3,15,0
12003,Hyderabad-Chennai,2025-02-06,819,1100,22,1,10,0
12004,Bangalore-Mumbai,2025-02-06,799,900,18,1,3,0
12005,Chennai-Kolkata,2025-02-06,918,1000,20,7,4,0
12006,Delhi-Hyderabad,2025-02-06,733,900,18,8,13,0
12001,Delhi-Mumbai,2025-02-07,573,1100,22,7,3,0
12002,Delhi-Kolkata,2025-02-07,797,900,18,6,5,0
12003,Hyderabad-Chennai,2025-02-07,436,1100,22,8,16,0
12004,Bangalore-Mumbai,2025-02-07,622,1100,22,8,4,0
12005,Chennai-Kolkata,2025-02-07,717,1000,20,1,10,0
12006,Delhi-Hyderabad,2025-02-07,727,900,18,1,6,0
12001,Delhi-Mumbai,2025-02-08,868,900,18,3,14,1
12002,Delhi-Kolkata,2025-02-08,760,900,18,8,9,1
12003,Hyderabad-Chennai,2025-02-08,725,900,18,1,5,1
12004,Bangalore-Mumbai,2025-02-08,818,1100,22,5,9,1
12005,Chennai-Kolkata,2025-02-08,951,900,18,4,13,1
12006,Delhi-Hyderabad,2025-02-08,850,900,18,7,15,1
12001,Delhi-Mumbai,2025-02-09,644,1000,20,2,5,1
12002,Delhi-Kolkata,2025-02-09,853,1000,20,8,8,1
12003,Hyderabad-Chennai,2025-02-09,604,900,18,7,10,1
12004,Bangalore-Mumbai,2025-02-09,797,900,18,8,6,1
12005,Chennai-Kolkata,2025-02-09,886,1100,22,4,7,1
12006,Delhi-Hyderabad,2025-02-09,818,900,18,2,1,1
12001,Delhi-Mumbai,2025-02-10,852,1100,22,8,6,0
12002,Delhi-Kolkata,2025-02-10,512,1100,22,5,7,0
12003,Hyderabad-Chennai,2025-02-10,523,1000,20,8,9,0
12004,Bangalore-Mumbai,2025-02-10,573,1100,22,8,18,0
12005,Chennai-Kolkata,2025-02-10,568,900,18,2,11,0
12006,Delhi-Hyderabad,2025-02-10,644,1100,22,8,9,0
12001,Delhi-Mumbai,2025-02-11,524,1000,20,7,8,0
12002,Delhi-Kolkata,2025-02-11,723,1000,20,6,14,0
12003,Hyderabad-Chennai,2025-02-11,510,900,18,4,4,0
12004,Bangalore-Mumbai,2025-02-11,628,900,18,8,10,0
12005,Chennai-Kolkata,2025-02-11,719,1000,20,6,13,0
12006,Delhi-Hyderabad,2025-02-11,601,900,18,4,8,0
12001,Delhi-Mumbai,2025-02-12,721,1100,22,3,0,0
12002,Delhi-Kolkata,2025-02-12,647,1100,22,6,14,0
12003,Hyderabad-Chennai,2025-02-12,717,1100,22,5,7,0
12004,Bangalore-Mumbai,2025-02-12,412,1000,20,5,16,0
12005,Chennai-Kolkata,2025-02-12,663,900,18,6,14,0
12006,Delhi-Hyderabad,2025-02-12,790,1000,20,4,4,0
12001,Delhi-Mumbai,2025-02-13,400,1000,20,8,11,0
12002,Delhi-Kolkata,2025-02-13,561,900,18,5,6,0
12003,Hyderabad-Chennai,2025-02-13,538,900,18,7,13,0
12004,Bangalore-Mumbai,2025-02-13,455,1100,22,7,11,0
12005,Chennai-Kolkata,2025-02-13,702,1100,22,3,7,0
12006,Delhi-Hyderabad,2025-02-13,741,1000,20,3,12,0
12001,Delhi-Mumbai,2025-02-14,581,900,18,1,5,0
12002,Delhi-Kolkata,2025-02-14,744,900,18,5,13,0
12003,Hyderabad-Chennai,2025-02-14,448,1100,22,5,12,0
12004,Bangalore-Mumbai,2025-02-14,718,1000,20,3,7,0
12005,Chennai-Kolkata,2025-02-14,625,1100,22,4,12,0
12006,Delhi-Hyderabad,2025-02-14,764,1100,22,1,11,0
12001,Delhi-Mumbai,2025-02-15,881,1000,20,2,16,1
12002,Delhi-Kolkata,2025-02-15,836,1000,20,8,10,1
12003,Hyderabad-Chennai,2025-02-15,746,900,18,8,15,1
12004,Bangalore-Mumbai,2025-02-15,804,1000,20,8,11,1
12005,Chennai-Kolkata,2025-02-15,976,1100,22,6,12,1
12006,Delhi-Hyderabad,2025-02-15,814,1100,22,7,3,1
12001,Delhi-Mumbai,2025-02-16,974,900,18,2,8,1
12002,Delhi-Kolkata,2025-02-16,667,1000,20,8,6,1
12003,Hyderabad-Chennai,2025-02-16,1077,900,18,3,12,1
12004,Bangalore-Mumbai,2025-02-16,776,900,18,4,18,1
12005,Chennai-Kolkata,2025-02-16,1082,900,18,3,12,1
12006,Delhi-Hyderabad,2025-02-16,976,900,18,5,6,1
12001,Delhi-Mumbai,2025-02-17,544,900,18,6,4,0
12002,Delhi-Kolkata,2025-02-17,367,900,18,6,0,0
12003,Hyderabad-Chennai,2025-02-17,884,1100,22,3,5,0
12004,Bangalore-Mumbai,2025-02-17,752,1100,22,7,8,0
12005,Chennai-Kolkata,2025-02-17,743,1100,22,5,12,0
12006,Delhi-Hyderabad,2025-02-17,711,900,18,5,18,0
12001,Delhi-Mumbai,2025-02-18,608,1000,20,4,5,0
12002,Delhi-Kolkata,2025-02-18,830,1100,22,3,18,0
12003,Hyderabad-Chennai,2025-02-18,648,1100,22,8,5,0
12004,Bangalore-Mumbai,2025-02-18,895,1000,20,5,12,0
12005,Chennai-Kolkata,2025-02-18,535,1000,20,7,19,0
12006,Delhi-Hyderabad,2025-02-18,776,1000,20,2,15,0
12001,Delhi-Mumbai,2025-02-19,760,1100,22,6,12,0
12002,Delhi-Kolkata,2025-02-19,573,1000,20,7,6,0
12003,Hyderabad-Chennai,2025-02-19,621,1000,20,2,9,0
12004,Bangalore-Mumbai,2025-02-19,448,900,18,6,0,0
12005,Chennai-Kolkata,2025-02-19,825,1100,22,5,9,0
12006,Delhi-Hyderabad,2025-02-19,497,1000,20,6,9,0
12001,Delhi-Mumbai,2025-02-20,554,1100,22,8,13,0
12002,Delhi-Kolkata,2025-02-20,549,900,18,2,9,0
12003,Hyderabad-Chennai,2025-02-20,644,900,18,7,13,0
12004,Bangalore-Mumbai,2025-02-20,529,1100,22,8,9,0
12005,Chennai-Kolkata,2025-02-20,495,1000,20,5,13,0
12006,Delhi-Hyderabad,2025-02-20,653,900,18,1,7,0
12001,Delhi-Mumbai,2025-02-21,484,1000,20,8,16,0
12002,Delhi-Kolkata,2025-02-21,622,1100,22,5,4,0
12003,Hyderabad-Chennai,2025-02-21,655,1000,20,2,9,0
12004,Bangalore-Mumbai,2025-02-21,460,1100,22,5,13,0
12005,Chennai-Kolkata,2025-02-21,726,1000,20,4,8,0
12006,Delhi-Hyderabad,2025-02-21,549,900,18,4,12,0
12001,Delhi-Mumbai,2025-02-22,867,900,18,5,16,1
12002,Delhi-Kolkata,2025-02-22,1094,1000,20,7,6,1
12003,Hyderabad-Chennai,2025-02-22,971,900,18,3,7,1
12004,Bangalore-Mumbai,2025-02-22,780,1100,22,4,9,1
12005,Chennai-Kolkata,2025-02-22,887,1000,20,6,9,1
12006,Delhi-Hyderabad,2025-02-22,761,900,18,4,10,1
12001,Delhi-Mumbai,2025-02-23,654,1000,20,4,9,1
12002,Delhi-Kolkata,2025-02-23,839,1100,22,2,11,1
12003,Hyderabad-Chennai,2025-02-23,809,900,18,5,2,1
12004,Bangalore-Mumbai,2025-02-23,991,1000,20,4,4,1
12005,Chennai-Kolkata,2025-02-23,661,1000,20,1,20,1
12006,Delhi-Hyderabad,2025-02-23,1044,900,18,3,12,1
12001,Delhi-Mumbai,2025-02-24,839,900,18,5,3,0
12002,Delhi-Kolkata,2025-02-24,533,1000,20,5,10,0
12003,Hyderabad-Chennai,2025-02-24,780,900,18,2,10,0
12004,Bangalore-Mumbai,2025-02-24,490,1000,20,4,14,0
12005,Chennai-Kolkata,2025-02-24,415,900,18,4,2,0
12006,Delhi-Hyderabad,2025-02-24,775,900,18,8,9,0
12001,Delhi-Mumbai,2025-02-25,554,900,18,2,9,0
12002,Delhi-Kolkata,2025-02-25,783,1100,22,4,12,0
12003,Hyderabad-Chennai,2025-02-25,638,1000,20,5,9,0
12004,Bangalore-Mumbai,2025-02-25,466,1000,20,6,7,0
12005,Chennai-Kolkata,2025-02-25,526,1000,20,6,11,0
12006,Delhi-Hyderabad,2025-02-25,539,900,18,5,10,0
12001,Delhi-Mumbai,2025-02-26,710,900,18,4,9,0
12002,Delhi-Kolkata,2025-02-26,639,1000,20,2,11,0
12003,Hyderabad-Chennai,2025-02-26,701,1000,20,5,22,0
12004,Bangalore-Mumbai,2025-02-26,602,1100,22,7,7,0
12005,Chennai-Kolkata,2025-02-26,886,900,18,8,8,0
12006,Delhi-Hyderabad,2025-02-26,623,1000,20,4,9,0
12001,Delhi-Mumbai,2025-02-27,527,900,18,2,10,0
12002,Delhi-Kolkata,2025-02-27,606,1000,20,6,8,0
12003,Hyderabad-Chennai,2025-02-27,723,1100,22,4,8,0
12004,Bangalore-Mumbai,2025-02-27,744,900,18,6,9,0
12005,Chennai-Kolkata,2025-02-27,716,900,18,4,4,0
12006,Delhi-Hyderabad,2025-02-27,803,1000,20,4,3,0
12001,Delhi-Mumbai,2025-02-28,769,1100,22,7,0,0
12002,Delhi-Kolkata,2025-02-28,552,1000,20,8,17,0
12003,Hyderabad-Chennai,2025-02-28,799,1100,22,1,5,0
12004,Bangalore-Mumbai,2025-02-28,819,1000,20,3,4,0
12005,Chennai-Kolkata,2025-02-28,624,900,18,5,3,0
12006,Delhi-Hyderabad,2025-02-28,897,1000,20,8,17,0
12001,Delhi-Mumbai,2025-03-01,1032,1000,20,7,4,1
12002,Delhi-Kolkata,2025-03-01,752,900,18,5,7,1
12003,Hyderabad-Chennai,2025-03-01,778,1100,22,4,3,1
12004,Bangalore-Mumbai,2025-03-01,900,1000,20,8,13,1
12005,Chennai-Kolkata,2025-03-01,749,1100,22,5,6,1
12006,Delhi-Hyderabad,2025-03-01,914,900,18,3,15,1
12001,Delhi-Mumbai,2025-03-02,947,1100,22,7,11,1
12002,Delhi-Kolkata,2025-03-02,961,900,18,5,18,1
12003,Hyderabad-Chennai,2025-03-02,1042,1100,22,5,1,1
12004,Bangalore-Mumbai,2025-03-02,767,1100,22,3,5,1
12005,Chennai-Kolkata,2025-03-02,602,1100,22,7,14,1
12006,Delhi-Hyderabad,2025-03-02,812,1000,20,6,17,1
12001,Delhi-Mumbai,2025-03-03,788,1100,22,2,13,0
12002,Delhi-Kolkata,2025-03-03,839,900,18,8,0,0
12003,Hyderabad-Chennai,2025-03-03,741,1000,20,2,1,0
12004,Bangalore-Mumbai,2025-03-03,868,1000,20,7,11,0
12005,Chennai-Kolkata,2025-03-03,613,1000,20,8,1,0
12006,Delhi-Hyderabad,2025-03-03,874,1000,20,6,7,0
12001,Delhi-Mumbai,2025-03-04,441,1000,20,2,14,0
12002,Delhi-Kolkata,2025-03-04,888,900,18,7,10,0
12003,Hyderabad-Chennai,2025-03-04,828,900,18,3,7,0
12004,Bangalore-Mumbai,2025-03-04,806,900,18,7,10,0
12005,Chennai-Kolkata,2025-03-04,802,1100,22,1,8,0
12006,Delhi-Hyderabad,2025-03-04,623,1000,20,7,9,0
12001,Delhi-Mumbai,2025-03-05,504,1100,22,5,17,0
12002,Delhi-Kolkata,2025-03-05,365,900,18,8,5,0
12003,Hyderabad-Chennai,2025-03-05,686,1100,22,5,10,0
12004,Bangalore-Mumbai,2025-03-05,601,1100,22,4,18,0
12005,Chennai-Kolkata,2025-03-05,858,900,18,4,4,0
12006,Delhi-Hyderabad,2025-03-05,545,900,18,3,12,0
12001,Delhi-Mumbai,2025-03-06,859,1100,22,3,9,0
12002,Delhi-Kolkata,2025-03-06,830,1100,22,2,7,0
12003,Hyderabad-Chennai,2025-03-06,716,1000,20,4,11,0
12004,Bangalore-Mumbai,2025-03-06,824,1000,20,7,9,0
12005,Chennai-Kolkata,2025-03-06,553,1000,20,8,16,0
12006,Delhi-Hyderabad,2025-03-06,852,1100,22,2,8,0
12001,Delhi-Mumbai,2025-03-07,658,900,18,6,9,0
12002,Delhi-Kolkata,2025-03-07,887,1100,22,3,8,0
12003,Hyderabad-Chennai,2025-03-07,582,1000,20,6,13,0
12004,Bangalore-Mumbai,2025-03-07,686,1000,20,1,5,0
12005,Chennai-Kolkata,2025-03-07,687,1100,22,6,21,0
12006,Delhi-Hyderabad,2025-03-07,580,1100,22,3,8,0
12001,Delhi-Mumbai,2025-03-08,1140,1000,20,5,16,1
12002,Delhi-Kolkata,2025-03-08,1079,1100,22,3,19,1
12003,Hyderabad-Chennai,2025-03-08,988,900,18,8,13,1
12004,Bangalore-Mumbai,2025-03-08,639,1100,22,3,8,1
12005,Chennai-Kolkata,2025-03-08,810,1100,22,7,6,1
12006,Delhi-Hyderabad,2025-03-08,726,1000,20,2,19,1
12001,Delhi-Mumbai,2025-03-09,976,900,18,3,16,1
12002,Delhi-Kolkata,2025-03-09,871,1100,22,7,8,1
12003,Hyderabad-Chennai,2025-03-09,722,1000,20,7,7,1
12004,Bangalore-Mumbai,2025-03-09,808,1000,20,3,17,1
